"family","genus","species","wd","Region","Reference.Number"
"Malvaceae","Brachychiton","acerifolius",0.344,"Australia/PNG (tropical)",90
"Malvaceae","Brachychiton","acerifolius",0.337,"Australia",90
"Malvaceae","Brachychiton","acerifolius",0.344,"Australia/PNG (tropical)",90
"Malvaceae","Brachychiton","carruthersii",0.232,"Australia/PNG (tropical)",27
"Malvaceae","Brachychiton","discolor",0.263,"Australia/PNG (tropical)",90
"Malvaceae","Brachychiton","discolor",0.263,"Australia/PNG (tropical)",90
"Malvaceae","Brachychiton","discolor",0.198,"Australia/PNG (tropical)",90
"Malvaceae","Brachychiton","discolor",0.263,"Australia/PNG (tropical)",90
"Malvaceae","Brachychiton","diversifolius",0.387,"Australia/PNG (tropical)",90
"Malvaceae","Brachychiton","diversifolius",0.387,"Australia/PNG (tropical)",90
"Malvaceae","Brachychiton","gregorii",0.601,"Australia",90
"Malvaceae","Brachychiton","populneus",0.387,"Australia/PNG (tropical)",90
"Asteraceae","Brachyglottis","repanda",0.645,"Oceania",94
"Asteraceae","Brachylaena","huillensis",0.818,"Africa (tropical)",1
"Asteraceae","Brachylaena","huillensis",0.75,"Africa (tropical)",58
"Asteraceae","Brachylaena","huillensis",0.588,"Africa (tropical)",63
"Asteraceae","Brachylaena","huillensis",0.732,"Africa (tropical)",181
"Asteraceae","Brachylaena","huillensis",0.75,"Africa (tropical)",183
"Asteraceae","Brachylaena","huillensis",0.77,"Africa (tropical)",104
"Asteraceae","Brachylaena","hutchinsii",0.68,"South-East Asia",181
"Asteraceae","Brachylaena","hutchinsii",0.55,"South-East Asia",60
"Asteraceae","Brachylaena","ramiflora",0.77,"South-East Asia (tropical)",170
"Asteraceae","Brachylaena","ramiflora",0.785,"Madagascar",147
"Asteraceae","Brachylaena","ramiflora",0.8,"Madagascar",147
"Asteraceae","Brachylaena","ramiflora",0.808,"Madagascar",147
"Asteraceae","Brachylaena","ramiflora",0.809,"Madagascar",147
"Asteraceae","Brachylaena","ramiflora",0.838,"Madagascar",147
"Asteraceae","Brachylaena","rotundata",0.771,"Africa (extratropical)",72
"Fabaceae","Brachystegia","allenii",0.646,"Africa (extratropical)",72
"Fabaceae","Brachystegia","appendiculata",0.68,"Africa (tropical)",179
"Fabaceae","Brachystegia","boehmii",0.646,"Africa (tropical)",1
"Fabaceae","Brachystegia","boehmii",0.607,"Africa (extratropical)",72
"Fabaceae","Brachystegia","cynometroides",0.577,"Africa (tropical)",1
"Fabaceae","Brachystegia","cynometroides",0.588,"Africa (tropical)",85
"Fabaceae","Brachystegia","cynometroides",0.568,"Africa (tropical)",137
"Fabaceae","Brachystegia","cynometroides",0.463,"Africa (tropical)",147
"Fabaceae","Brachystegia","cynometroides",0.542,"Africa (tropical)",147
"Fabaceae","Brachystegia","cynometroides",0.546,"Africa (tropical)",147
"Fabaceae","Brachystegia","cynometroides",0.552,"Africa (tropical)",147
"Fabaceae","Brachystegia","cynometroides",0.578,"Africa (tropical)",147
"Fabaceae","Brachystegia","cynometroides",0.633,"Africa (tropical)",147
"Fabaceae","Brachystegia","cynometroides",0.64,"Africa (tropical)",147
"Fabaceae","Brachystegia","eurycoma",0.65,"Africa (tropical)",136
"Fabaceae","Brachystegia","eurycoma",0.577,"Africa (tropical)",1
"Fabaceae","Brachystegia","eurycoma",0.671,"Africa (tropical)",137
"Fabaceae","Brachystegia","eurycoma",0.6,"Africa (tropical)",99
"Fabaceae","Brachystegia","eurycoma",0.58,"Africa (tropical)",104
"Fabaceae","Brachystegia","eurycoma",0.534,"Africa (tropical)",40
"Fabaceae","Brachystegia","glaucescens",0.827,"Africa (extratropical)",72
"Fabaceae","Brachystegia",NA,0.52,"Africa (tropical)",85
"Fabaceae","Brachystegia",NA,0.459,"Africa (tropical)",147
"Fabaceae","Brachystegia",NA,0.49,"Africa (tropical)",147
"Fabaceae","Brachystegia",NA,0.515,"Africa (tropical)",183
"Fabaceae","Brachystegia","laurentii",0.56,"Africa (tropical)",1
"Fabaceae","Brachystegia","laurentii",0.469,"Africa (tropical)",85
"Fabaceae","Brachystegia","laurentii",0.45,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.46,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.462,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.467,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.469,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.485,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.491,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.518,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.521,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.543,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.57,"Africa (tropical)",147
"Fabaceae","Brachystegia","laurentii",0.491,"Africa (tropical)",181
"Fabaceae","Brachystegia","laurentii",0.538,"Africa (tropical)",182
"Fabaceae","Brachystegia","leonensis",0.577,"Africa (tropical)",1
"Fabaceae","Brachystegia","leonensis",0.412,"Africa (tropical)",147
"Fabaceae","Brachystegia","leonensis",0.488,"Africa (tropical)",147
"Fabaceae","Brachystegia","mildbraedii",0.56,"Africa (tropical)",1
"Fabaceae","Brachystegia","mildbraedii",0.523,"Africa (tropical)",85
"Fabaceae","Brachystegia","mildbraedii",0.516,"Africa (tropical)",137
"Fabaceae","Brachystegia","mildbraedii",0.435,"Africa (tropical)",147
"Fabaceae","Brachystegia","mildbraedii",0.487,"Africa (tropical)",147
"Fabaceae","Brachystegia","mildbraedii",0.495,"Africa (tropical)",147
"Fabaceae","Brachystegia","mildbraedii",0.51,"Africa (tropical)",147
"Fabaceae","Brachystegia","mildbraedii",0.515,"Africa (tropical)",147
"Fabaceae","Brachystegia","mildbraedii",0.537,"Africa (tropical)",147
"Fabaceae","Brachystegia","nigerica",0.577,"Africa (tropical)",1
"Fabaceae","Brachystegia","spiciformis",0.603,"Africa (tropical)",1
"Fabaceae","Brachystegia","spiciformis",0.703,"Africa (tropical)",182
"Fabaceae","Brachystegia","spiciformis",0.67,"Africa (extratropical)",183
"Fabaceae","Brachystegia","spiciformis",0.71,"Africa (tropical)",99
"Fabaceae","Brachystegia","utilis",0.827,"Africa (extratropical)",72
"Fabaceae","Brachystegia","zenkeri",0.38,"South-East Asia",181
"Fabaceae","Brachystegia","zenkeri",0.503,"Africa (tropical)",147
"Fabaceae","Brachystegia","zenkeri",0.413,"Africa (tropical)",181
"Fabaceae","Brachystegia","zenkeri",0.524,"Africa (tropical)",182
"Ochnaceae","Brackenridgea","hookeri",0.6,"South-East Asia (tropical)",129
"Monimiaceae","Bracteanthus","glycycarpus",0.71,"South America (tropical)",44
"Araliaceae","Brassaiopsis","speciosa",0.3,"South-East Asia (tropical)",129
"Rubiaceae","Breonadia","salicina",0.818,"Africa (tropical)",1
"Rubiaceae","Breonia","chinensis",0.32,"China",33
"Rubiaceae","Breonia","chinensis",0.308,"China",33
"Rubiaceae","Breonia","chinensis",0.34,"South-East Asia (tropical)",16
"Rubiaceae","Breonia","chinensis",0.349,"Australia/PNG (tropical)",27
"Rubiaceae","Breonia","chinensis",0.31,"China",34
"Rubiaceae","Breonia","chinensis",0.42,"India",109
"Rubiaceae","Breonia",NA,0.655,"Madagascar",147
"Rubiaceae","Breonia",NA,0.677,"Madagascar",147
"Rubiaceae","Breonia",NA,0.686,"Madagascar",147
"Rubiaceae","Breonia","keliravina",0.716,"Madagascar",147
"Rubiaceae","Breonia","keliravina",0.928,"Madagascar",147
"Rubiaceae","Breonia","macrocarpa",0.5,"South-East Asia (tropical)",129
"Rubiaceae","Breonia","macrocarpa",0.38,"South-East Asia (tropical)",129
"Rubiaceae","Breonia","madagascariensis",0.708,"Madagascar",147
"Rubiaceae","Breonia","perrieri",0.765,"Madagascar",147
"Akaniaceae","Bretschneidera","sinensis",0.537,"China",33
"Sapotaceae","Breviea","sericea",0.431,"Africa (tropical)",1
"Sapotaceae","Breviea","sericea",0.531,"Africa (tropical)",147
"Phyllanthaceae","Bridelia","balansae",0.517,"China",33
"Phyllanthaceae","Bridelia","balansae",0.65,"China",33
"Phyllanthaceae","Bridelia","balansae",0.57,"China",33
"Phyllanthaceae","Bridelia","balansae",0.684,"China",33
"Phyllanthaceae","Bridelia","exaltata",0.659,"Australia/PNG (tropical)",90
"Phyllanthaceae","Bridelia","exaltata",0.702,"Australia/PNG (tropical)",90
"Phyllanthaceae","Bridelia","glauca",0.46,"South-East Asia (tropical)",80
"Phyllanthaceae","Bridelia","glauca",0.42,"South-East Asia (tropical)",170
"Phyllanthaceae","Bridelia","grandis",0.523,"Africa (tropical)",85
"Phyllanthaceae","Bridelia","insulana",0.542,"Australia/PNG (tropical)",90
"Phyllanthaceae","Bridelia","insulana",0.542,"Australia/PNG (tropical)",90
"Phyllanthaceae","Bridelia","micrantha",0.577,"Africa (tropical)",4
"Phyllanthaceae","Bridelia","micrantha",0.491,"Africa (tropical)",85
"Phyllanthaceae","Bridelia","micrantha",0.507,"Africa (tropical)",79
"Phyllanthaceae","Bridelia","micrantha",0.482,"Africa (tropical)",98
"Phyllanthaceae","Bridelia","micrantha",0.435,"Africa (tropical)",147
"Phyllanthaceae","Bridelia","micrantha",0.57,"Africa (tropical)",147
"Phyllanthaceae","Bridelia","micrantha",0.495,"South-East Asia (tropical)",13
"Phyllanthaceae","Bridelia","ndellensis",0.513,"Africa (tropical)",147
"Phyllanthaceae","Bridelia","ndellensis",0.588,"Africa (tropical)",147
"Phyllanthaceae","Bridelia","ovata",0.6,"South-East Asia (tropical)",129
"Phyllanthaceae","Bridelia","penangiana",0.465,"Australia/PNG (tropical)",27
"Phyllanthaceae","Bridelia","retusa",0.716,"South-East Asia (tropical)",14
"Phyllanthaceae","Bridelia","retusa",0.5,"India",109
"Phyllanthaceae","Bridelia","tomentosa",0.61,"South-East Asia (tropical)",129
"Phyllanthaceae","Bridelia","tomentosa",0.72,"South-East Asia (tropical)",43
"Phyllanthaceae","Bridelia","tulasneana",0.49,"Madagascar",75
"Phyllanthaceae","Bridelia","tulasneana",0.456,"Madagascar",147
"Myristicaceae","Brochoneura",NA,0.584,"Madagascar",147
"Rutaceae","Brombya","platynema",0.611,"Australia/PNG (tropical)",90
"Moraceae","Brosimum","acutifolium",0.55,"South America (tropical)",141
"Moraceae","Brosimum","acutifolium",0.81,"South America (tropical)",55
"Moraceae","Brosimum","acutifolium",0.792,"South America (tropical)",30
"Moraceae","Brosimum","acutifolium",0.67,"South America (tropical)",41
"Moraceae","Brosimum","acutifolium",0.55,"South America (tropical)",77
"Moraceae","Brosimum","acutifolium",0.56,"South America (tropical)",44
"Moraceae","Brosimum","acutifolium",0.55,"South America (tropical)",47
"Moraceae","Brosimum","alicastrum",0.64,"South America (tropical)",36
"Moraceae","Brosimum","alicastrum",0.68,"South America (tropical)",20
"Moraceae","Brosimum","alicastrum",0.48,"South America (tropical)",204
"Moraceae","Brosimum","alicastrum",0.74,"South America (tropical)",41
"Moraceae","Brosimum","alicastrum",0.44,"Mexico",23
"Moraceae","Brosimum","alicastrum",0.56,"South America (tropical)",44
"Moraceae","Brosimum","alicastrum",0.65,"South America (tropical)",138
"Moraceae","Brosimum","caloxylon",0.7,"South-East Asia",136
"Moraceae","Brosimum","costaricanum",0.63,"Central America (tropical)",116
"Moraceae","Brosimum","costaricanum",0.7,"South America (tropical)",204
"Moraceae","Brosimum","gaudichaudii",0.72,"South America (extratropical)",114
"Moraceae","Brosimum","gaudichaudii",0.56,"South America (tropical)",44
"Moraceae","Brosimum","guianense",0.96,"South America (tropical)",141
"Moraceae","Brosimum","guianense",1.03,"South America (tropical)",35
"Moraceae","Brosimum","guianense",0.88,"South America (tropical)",114
"Moraceae","Brosimum","guianense",0.625,"South America (tropical)",115
"Moraceae","Brosimum","guianense",0.793,"South America (tropical)",185
"Moraceae","Brosimum","guianense",0.93,"South America (tropical)",64
"Moraceae","Brosimum","guianense",1.007,"South America (tropical)",52
"Moraceae","Brosimum","guianense",0.78,"South America (tropical)",128
"Moraceae","Brosimum","guianense",0.48,"South America (tropical)",77
"Moraceae","Brosimum","guianense",0.95,"South America (tropical)",45
"Moraceae","Brosimum",NA,0.68,"South America (tropical)",20
"Moraceae","Brosimum","lactescens",0.804,"South America (tropical)",198
"Moraceae","Brosimum","lactescens",0.7,"South America (tropical)",91
"Moraceae","Brosimum","lactescens",0.703,"South America (tropical)",128
"Moraceae","Brosimum","lactescens",0.56,"South America (tropical)",44
"Moraceae","Brosimum","lactescens",0.511,"South America (tropical)",165
"Moraceae","Brosimum","paraense",0.75,"South-East Asia",136
"Moraceae","Brosimum","parinarioides",0.57,"South America (tropical)",141
"Moraceae","Brosimum","parinarioides",0.592,"South America (tropical)",185
"Moraceae","Brosimum","parinarioides",0.42,"South America (tropical)",21
"Moraceae","Brosimum","parinarioides",0.792,"South America (tropical)",30
"Moraceae","Brosimum","parinarioides",0.61,"South America (tropical)",128
"Moraceae","Brosimum","parinarioides",0.86,"South America (tropical)",45
"Moraceae","Brosimum","parinarioides",0.611,"South America (tropical)",166
"Moraceae","Brosimum","parinarioides",0.59,"South America (tropical)",47
"Moraceae","Brosimum","potabile",0.53,"South America (tropical)",141
"Moraceae","Brosimum","potabile",0.59,"South America (tropical)",35
"Moraceae","Brosimum","potabile",0.49,"South America (tropical)",21
"Moraceae","Brosimum","potabile",0.56,"South America (tropical)",44
"Moraceae","Brosimum","rubescens",0.73,"South America (tropical)",141
"Moraceae","Brosimum","rubescens",0.96,"South America (tropical)",35
"Moraceae","Brosimum","rubescens",0.925,"South America (tropical)",115
"Moraceae","Brosimum","rubescens",0.909,"South America (tropical)",185
"Moraceae","Brosimum","rubescens",0.83,"South America (tropical)",64
"Moraceae","Brosimum","rubescens",0.792,"South America (tropical)",52
"Moraceae","Brosimum","rubescens",0.67,"South America (tropical)",204
"Moraceae","Brosimum","rubescens",0.776,"South America (tropical)",128
"Moraceae","Brosimum","rubescens",0.71,"South America (tropical)",41
"Moraceae","Brosimum","rubescens",0.7,"South America (tropical)",56
"Moraceae","Brosimum","rubescens",0.8,"South America (tropical)",56
"Moraceae","Brosimum","rubescens",0.86,"South America (tropical)",45
"Moraceae","Brosimum","rubescens",0.91,"South America (tropical)",92
"Moraceae","Brosimum","rubescens",0.98,"South America (tropical)",188
"Moraceae","Brosimum","uleanum",0.68,"South America (tropical)",19
"Moraceae","Brosimum","utile",0.43,"South America (tropical)",141
"Moraceae","Brosimum","utile",0.59,"South America (tropical)",35
"Moraceae","Brosimum","utile",0.45,"Central America (tropical)",116
"Moraceae","Brosimum","utile",0.625,"South America (tropical)",115
"Moraceae","Brosimum","utile",0.53,"South America (tropical)",185
"Moraceae","Brosimum","utile",0.49,"South America (tropical)",20
"Moraceae","Brosimum","utile",0.55,"South America (tropical)",15
"Moraceae","Brosimum","utile",0.54,"South America (tropical)",128
"Moraceae","Brosimum","utile",0.47,"South America (tropical)",41
"Moraceae","Brosimum","utile",0.541,"South America (tropical)",25
"Moraceae","Brosimum","utile",0.48,"South America (tropical)",77
"Moraceae","Brosimum","utile",0.4,"South America (tropical)",138
"Moraceae","Brosimum","utile",0.42,"South America (tropical)",138
"Moraceae","Brosimum","utile",0.565,"South America (tropical)",166
"Moraceae","Broussonetia","greveana",0.418,"Africa (tropical)",179
"Moraceae","Broussonetia","greveana",0.413,"Madagascar",147
"Moraceae","Broussonetia","greveana",0.419,"Madagascar",147
"Moraceae","Broussonetia","greveana",0.444,"Madagascar",147
"Moraceae","Broussonetia","luzonica",0.5,"South-East Asia (tropical)",129
"Moraceae","Broussonetia","papyrifera",0.29,"South-East Asia (tropical)",129
"Fabaceae","Brownea",NA,1.21,"South America (Tropical)",52
"Malvaceae","Brownlowia","argentata",0.51,"South-East Asia (tropical)",129
"Malvaceae","Brownlowia","argentata",0.396,"Australia/PNG (tropical)",27
"Malvaceae","Brownlowia","peltata",0.47,"South-East Asia (tropical)",129
"Rhizophoraceae","Bruguiera","cylindrica",0.72,"South-East Asia (tropical)",129
"Rhizophoraceae","Bruguiera","exaristata",0.839,"Australia/PNG (tropical)",90
"Rhizophoraceae","Bruguiera","gymnorhiza",0.839,"Australia/PNG (tropical)",90
"Rhizophoraceae","Bruguiera","gymnorhiza",0.76,"South-East Asia (tropical)",119
"Rhizophoraceae","Bruguiera","gymnorhiza",0.66,"South-East Asia (tropical)",43
"Rhizophoraceae","Bruguiera","gymnorhiza",0.796,"Australia/PNG (tropical)",27
"Rhizophoraceae","Bruguiera","hainesii",0.82,"South-East Asia (tropical)",43
"Rhizophoraceae","Bruguiera","parviflora",0.74,"South-East Asia (tropical)",129
"Rhizophoraceae","Bruguiera","parviflora",0.78,"South-East Asia (tropical)",43
"Rhizophoraceae","Bruguiera","parviflora",0.796,"Australia/PNG (tropical)",27
"Rhizophoraceae","Bruguiera","sexangula",0.74,"South-East Asia (tropical)",129
"Styracaceae","Bruinsmia","styracoides",0.38,"South-East Asia (tropical)",129
"Brunelliaceae","Brunellia","comocladifolia",0.3,"Central America (tropical)",111
"Brunelliaceae","Brunellia","costaricensis",0.35,"Central America (tropical)",116
"Brunelliaceae","Brunellia","costaricensis",0.295,"Central America (tropical)",196
"Anacardiaceae","Buchanania","amboinensis",0.36,"South-East Asia (tropical)",129
"Anacardiaceae","Buchanania","angustifolia",0.508,"India",135
"Anacardiaceae","Buchanania","arborescens",0.497,"Australia",90
"Anacardiaceae","Buchanania","arborescens",0.496,"Australia",90
"Anacardiaceae","Buchanania","arborescens",0.405,"Australia/PNG (tropical)",90
"Anacardiaceae","Buchanania","arborescens",0.405,"Australia/PNG (tropical)",90
"Anacardiaceae","Buchanania","arborescens",0.45,"South-East Asia (tropical)",16
"Anacardiaceae","Buchanania","heterophylla",0.284,"Australia/PNG (tropical)",27
"Anacardiaceae","Buchanania","insignis",0.43,"South-East Asia (tropical)",129
"Anacardiaceae","Buchanania","lanzan",0.33,"South-East Asia (tropical)",126
"Anacardiaceae","Buchanania","lanzan",0.455,"South-East Asia (tropical)",14
"Anacardiaceae","Buchanania","latifolia",0.46,"India",109
"Anacardiaceae","Buchanania","lucida",0.5,"South-East Asia (tropical)",43
"Anacardiaceae","Buchanania","macrocarpa",0.27,"South-East Asia (tropical)",129
"Anacardiaceae","Buchanania","macrocarpa",0.284,"Australia/PNG (tropical)",27
"Anacardiaceae","Buchanania","obovata",0.405,"Australia/PNG (tropical)",90
"Anacardiaceae","Buchanania","sessilifolia",0.41,"South-East Asia (tropical)",129
"Anacardiaceae","Buchanania","sessilifolia",0.44,"South-East Asia (tropical)",43
"Anacardiaceae","Buchanania","versteeghii",0.42,"South-East Asia (tropical)",129
"Combretaceae","Buchenavia","grandis",0.69,"South America (tropical)",141
"Combretaceae","Buchenavia","grandis",0.72,"South America (tropical)",41
"Combretaceae","Buchenavia","grandis",0.82,"South America (tropical)",44
"Combretaceae","Buchenavia","grandis",0.79,"South America (tropical)",87
"Combretaceae","Buchenavia","huberi",0.79,"South America (tropical)",41
"Combretaceae","Buchenavia",NA,0.69,"South America (tropical)",35
"Combretaceae","Buchenavia",NA,0.77,"South America (tropical)",138
"Combretaceae","Buchenavia","ochroprumna",0.69,"South America (tropical)",134
"Combretaceae","Buchenavia","oxycarpa",0.77,"South America (tropical)",77
"Combretaceae","Buchenavia","oxycarpa",0.65,"South America (tropical)",44
"Combretaceae","Buchenavia","oxycarpa",0.72,"South America (tropical)",92
"Combretaceae","Buchenavia","pallidovirens",0.82,"South America (tropical)",44
"Combretaceae","Buchenavia","parvifolia",0.818,"South America (tropical)",166
"Combretaceae","Buchenavia","tetraphylla",0.62,"South America (tropical)",141
"Combretaceae","Buchenavia","tetraphylla",0.63,"South America (tropical)",36
"Combretaceae","Buchenavia","tetraphylla",0.625,"South America (tropical)",185
"Combretaceae","Buchenavia","tetraphylla",0.603,"South America (tropical)",30
"Combretaceae","Buchenavia","tetraphylla",0.5,"South America (tropical)",204
"Combretaceae","Buchenavia","tetraphylla",0.61,"South America (tropical)",110
"Combretaceae","Buchenavia","tetraphylla",0.7,"South America (tropical)",41
"Combretaceae","Buchenavia","tetraphylla",0.65,"South America (tropical)",45
"Combretaceae","Buchenavia","viridiflora",0.88,"South America (tropical)",22
"Combretaceae","Buchenavia","viridiflora",0.67,"South America (tropical)",41
"Combretaceae","Bucida","buceras",0.93,"South America (tropical)",141
"Combretaceae","Bucida","buceras",0.69,"South America (tropical)",204
"Combretaceae","Bucida","buceras",0.68,"South-East Asia",181
"Proteaceae","Buckinghamia","celsissima",0.793,"Australia/PNG (tropical)",90
"Proteaceae","Buckinghamia","celsissima",0.768,"Australia/PNG (tropical)",90
"Proteaceae","Buckinghamia","celsissima",0.801,"Australia/PNG (tropical)",90
"Scrophulariaceae","Buddleja","americana",0.52,"South America (tropical)",45
"Scrophulariaceae","Buddleja","asiatica",0.28,"South-East Asia (tropical)",177
"Scrophulariaceae","Buddleja","nitida",0.52,"Central America (tropical)",116
"Zygophyllaceae","Bulnesia","arborea",1,"South America (tropical)",141
"Zygophyllaceae","Bulnesia","arborea",0.82,"South America (tropical)",35
"Zygophyllaceae","Bulnesia","arborea",1.01,"South America (tropical)",204
"Zygophyllaceae","Bulnesia","sarmientoi",0.77,"South America (tropical)",35
"Zygophyllaceae","Bulnesia","sarmientoi",1.28,"South America (extratropical)",114
"Zygophyllaceae","Bulnesia","sarmientoi",0.903,"South America (extratropical)",66
"Zygophyllaceae","Bulnesia","sarmientoi",1.101,"South America (extratropical)",46
"Malpighiaceae","Bunchosia","argentea",0.65,"South America (tropical)",44
"Malpighiaceae","Bunchosia","palmeri",0.74,"Mexico",23
"Sapotaceae","Burckella","macropoda",0.53,"South-East Asia (tropical)",129
"Sapotaceae","Burckella","obovata",0.5,"South-East Asia (tropical)",129
"Sapotaceae","Burckella","obovata",0.629,"Australia/PNG (tropical)",27
"Sapotaceae","Burckella","polymera",0.57,"South-East Asia (tropical)",170
"Sapotaceae","Burckella","poolei",0.48,"South-East Asia (tropical)",129
"Malpighiaceae","Burdachia","duckei",0.84,"South America (tropical)",134
"Malpighiaceae","Burdachia","prismatocarpa",0.73,"South America (tropical)",44
"Fabaceae","Burkea","africana",0.51,"South-East Asia",181
"Fabaceae","Burkea","africana",0.689,"Africa (tropical)",1
"Fabaceae","Burkea","africana",0.551,"Africa (tropical)",181
"Fabaceae","Burkea","africana",0.7,"Africa (tropical)",183
"Rutaceae","Burkillanthus","malaccensis",0.73,"South-East Asia (tropical)",43
"Malvaceae","Burretiodendron","hsienmu",0.973,"China",33
"Malvaceae","Burretiodendron","hsienmu",0.88,"China",33
"Pittosporaceae","Bursaria","occidentalis",0.592,"Australia",90
"Burseraceae","Bursera","excelsa",0.35,"Mexico",23
"Burseraceae","Bursera","graveolens",0.32,"South America (tropical)",44
"Burseraceae","Bursera","heteresthes",0.4,"Mexico",23
"Burseraceae","Bursera",NA,0.25,"Mexico",23
"Burseraceae","Bursera","instabilis",0.24,"Mexico",23
"Burseraceae","Bursera","simaruba",0.31,"South America (tropical)",141
"Burseraceae","Bursera","simaruba",0.33,"Central America (tropical)",116
"Burseraceae","Bursera","simaruba",0.34,"Central America (tropical)",196
"Burseraceae","Bursera","simaruba",0.24,"South America (tropical)",204
"Burseraceae","Bursera","simaruba",0.29,"South America (tropical)",110
"Burseraceae","Bursera","simaruba",0.32,"South America (tropical)",45
"Fabaceae","Bussea","occidentalis",0.75,"Africa (tropical)",136
"Fabaceae","Bussea","occidentalis",0.851,"Africa (tropical)",98
"Fabaceae","Bussea","occidentalis",0.774,"Africa (tropical)",137
"Fabaceae","Butea","monosperma",0.33,"South-East Asia (tropical)",129
"Fabaceae","Butea","monosperma",0.56,"India",26
"Fabaceae","Butea","monosperma",0.41,"South-East Asia",60
"Buxaceae","Buxus","rolfei",0.68,"South-East Asia (tropical)",129
"Buxaceae","Buxus","sempervirens",0.78,"Africa (extratropical)",58
"Buxaceae","Buxus","wallichiana",0.706,"India",135
"Malpighiaceae","Byrsonima","aerugo",0.62,"South America (tropical)",141
"Malpighiaceae","Byrsonima","aerugo",0.637,"South America (tropical)",189
"Malpighiaceae","Byrsonima","arthropoda",0.62,"South America (tropical)",44
"Malpighiaceae","Byrsonima","coccolobifolia",0.62,"South America (extratropical)",114
"Malpighiaceae","Byrsonima","coriacea",0.62,"South America (tropical)",44
"Malpighiaceae","Byrsonima","crassifolia",0.59,"Central America (tropical)",116
"Malpighiaceae","Byrsonima","crassifolia",0.52,"South America (tropical)",24
"Malpighiaceae","Byrsonima","crassifolia",0.56,"South America (tropical)",24
"Malpighiaceae","Byrsonima","crassifolia",0.63,"South America (tropical)",24
"Malpighiaceae","Byrsonima","crassifolia",0.62,"South America (tropical)",45
"Malpighiaceae","Byrsonima","crispa",0.55,"South America (tropical)",24
"Malpighiaceae","Byrsonima","crispa",0.61,"South America (tropical)",24
"Malpighiaceae","Byrsonima","densa",0.62,"South America (tropical)",45
"Malpighiaceae","Byrsonima",NA,0.72,"South America (Tropical)",180
"Malpighiaceae","Byrsonima","japurensis",0.62,"South America (tropical)",44
"Malpighiaceae","Byrsonima","laevigata",0.62,"South America (tropical)",45
"Malpighiaceae","Byrsonima","lancifolia",0.66,"South America (extratropical)",114
"Malpighiaceae","Byrsonima","obversa",0.62,"South America (tropical)",45
"Malpighiaceae","Byrsonima","sericea",0.78,"South America (extratropical)",114
"Malpighiaceae","Byrsonima","spicata",0.62,"South America (tropical)",141
"Malpighiaceae","Byrsonima","spicata",0.61,"South America (tropical)",36
"Malpighiaceae","Byrsonima","spicata",0.65,"South America (extratropical)",114
"Malpighiaceae","Byrsonima","spicata",0.64,"Central America (tropical)",111
"Malpighiaceae","Byrsonima","spicata",0.758,"South America (tropical)",52
"Malpighiaceae","Byrsonima","spicata",0.525,"South America (tropical)",57
"Malpighiaceae","Byrsonima","spicata",0.46,"South America (tropical)",204
"Malpighiaceae","Byrsonima","spicata",0.6,"South America (tropical)",77
"Malpighiaceae","Byrsonima","spicata",0.66,"South America (tropical)",45
"Malpighiaceae","Byrsonima","stipulacea",0.75,"South America (extratropical)",114
"Malpighiaceae","Byrsonima","stipulacea",0.758,"South America (tropical)",52
"Malpighiaceae","Byrsonima","stipulacea",0.66,"South America (tropical)",45
"Malpighiaceae","Byrsonima","verbascifolia",0.75,"South America (extratropical)",114
"Meliaceae","Cabralea","canjerana",0.55,"South America (tropical)",141
"Meliaceae","Cabralea","canjerana",0.46,"South America (tropical)",35
"Meliaceae","Cabralea","canjerana",0.69,"South America (extratropical)",114
"Meliaceae","Cabralea","canjerana",0.41,"South America (tropical)",204
"Meliaceae","Cabralea","canjerana",0.593,"South America (extratropical)",46
"Meliaceae","Cabralea","canjerana",0.49,"South America (tropical)",44
"Surianaceae","Cadellia","pentastylis",0.951,"Australia/PNG (tropical)",90
"Fabaceae","Caesalpinia","caladenia",0.91,"Mexico",23
"Fabaceae","Caesalpinia","coriaria",1.14,"Mexico",23
"Fabaceae","Caesalpinia","coriaria",1.2,"Central America (tropical)",112
"Fabaceae","Caesalpinia","coriaria",1.03,"South America (tropical)",44
"Fabaceae","Caesalpinia","coriaria",1.18,"India",26
"Fabaceae","Caesalpinia","echinata",0.86,"South America (tropical)",35
"Fabaceae","Caesalpinia","echinata",0.92,"South America (tropical)",44
"Fabaceae","Caesalpinia","eriostachys",0.72,"Central America (tropical)",116
"Fabaceae","Caesalpinia","eriostachys",0.74,"Mexico",23
"Fabaceae","Caesalpinia","ferrea",1.17,"South America (extratropical)",114
"Fabaceae","Caesalpinia","glabrata",0.95,"South America (tropical)",35
"Fabaceae","Caesalpinia","granadillo",1.03,"South America (tropical)",44
