Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Calophyllum fraseri,Calophyllum fraseri,,1,Accepted,Calophyllum fraseri,M.R.Hend. & Wyatt-Sm.,Calophyllaceae,tpl, ,
Calophyllum inophyllum,Calophyllum inophyllum,,1,Accepted,Calophyllum inophyllum,L.,Calophyllaceae,tpl;tropicos;usda, ,
Calophyllum lancifolium,Calophyllum lancifolium,,1,No opinion,,,,tpl;tropicos, ,
Calophyllum longifolium,Calophyllum longifolium,,1,Accepted,Calophyllum longifolium,Willd.,Calophyllaceae,tpl;tropicos, ,
Calophyllum macrocarpum,Calophyllum macrocarpum,,1,Accepted,Calophyllum macrocarpum,Hook.f.,Calophyllaceae,tpl, ,
Calophyllum milvum,Calophyllum milvum,,1,Accepted,Calophyllum milvum,P.F.Stevens,Calophyllaceae,tpl, ,
Calophyllum neo-ebudicum,Calophyllum neoebudicum,,0.99,Accepted,Calophyllum neoebudicum,Guillaumin,Calophyllaceae,tpl, ,
Calophyllum paludosum,Calophyllum paludosum,,1,No opinion,,,,tpl, ,
Calophyllum paniculatum,Calophyllum paniculatum,,1,Accepted,Calophyllum paniculatum,P.F.Stevens,Calophyllaceae,tpl, ,
Calophyllum peekelii,Calophyllum peekelii,,1,Accepted,Calophyllum peekelii,Lauterb.,Calophyllaceae,tpl, ,
Calophyllum pelewense,Calophyllum pelewense,,1,Accepted,Calophyllum pelewense,P.F.Stevens,Calophyllaceae,tpl, ,
Calophyllum pulcherrimum,Calophyllum pulcherrimum,,1,Accepted,Calophyllum pulcherrimum,Wall. ex Choisy,Calophyllaceae,tpl, ,
Calophyllum soualatti,Calophyllum soulattri,,0.95,Accepted,Calophyllum soulattri,Burm.f.,Calophyllaceae,tpl, ,
Calophyllum soulattri,Calophyllum soulattri,,1,Accepted,Calophyllum soulattri,Burm.f.,Calophyllaceae,tpl, ,
Calophyllum sppAntado1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppArcating1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppCabezade1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppCandamo1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppCedral1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppEA1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppFPnet1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppFarall1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppFincaz1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppGenting1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppJenarohe1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppMagsasay1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppMariquit1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppMiazi1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppMishnfl1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppNosymang1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppPE1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppPacific1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppPacific2,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppSemengoh1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppSemengoh2,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum sppShiringa1,Calophyllum,,0.9,Accepted,Calophyllum,,Calophyllaceae,tpl, ,
Calophyllum tacamahaca,Calophyllum tacamahaca,,1,Accepted,Calophyllum tacamahaca,Willd.,Calophyllaceae,tpl;tropicos, ,
Calophyllum vexans,Calophyllum vexans,,1,Accepted,Calophyllum vexans,P.F.Stevens,Calophyllaceae,tpl, ,
Calophyllum vitiense,Calophyllum vitiense,,1,Accepted,Calophyllum vitiense,Turrill,Calophyllaceae,tpl, ,
Calophyllum wallichianum,Calophyllum wallichianum,,1,No opinion,,,,tpl;tropicos, ,
Calotropis procera,Calotropis procera,,1,Accepted,Calotropis procera,(Aiton) Dryand.,Apocynaceae,tpl, ,
Calpocalyx aubrevillei,Calpocalyx aubrevillei,,1,Accepted,Calpocalyx aubrevillei,Pellegr.,Fabaceae,ildis, ,
Calpocalyx brevibracteatus,Calpocalyx brevibracteatus,,1,Accepted,Calpocalyx brevibracteatus,Harms,Fabaceae,ildis, ,
Calpocalyx dinklagei,Calpocalyx dinklagei,,1,Accepted,Calpocalyx dinklagei,Harms,Fabaceae,ildis;tropicos, ,
Calpocalyx heitzii,Calpocalyx heitzii,,1,Accepted,Calpocalyx heitzii,Pellegr.,Fabaceae,ildis;tropicos, ,
Calpocalyx sppCM1,Calpocalyx,,0.9,No opinion,,,,tpl;ildis, ,
Calpocalyx sppFPnet1,Calpocalyx,,0.9,No opinion,,,,tpl;ildis, ,
Calpocalyx sppGA1,Calpocalyx,,0.9,No opinion,,,,tpl;ildis, ,
Calpocalyx sppSL1,Calpocalyx,,0.9,No opinion,,,,tpl;ildis, ,
Calycobolus africanus,Calycobolus africanus,,1,Accepted,Calycobolus africanus,(G. Don) Heine,Convolvulaceae,tpl;tropicos, ,
Calycogonium squamulosum,Calycogonium squamulosum,,1,Accepted,Calycogonium squamulosum,Cogn.,Melastomataceae,tpl;tropicos, ,
Calycolpus goetheanus,Calycolpus goetheanus,,1,Accepted,Calycolpus goetheanus,(Mart. ex DC.) O.Berg,Myrtaceae,tpl, ,
Calycolpus sppFPnet1,Calycolpus,,0.9,Accepted,Calycolpus,,Myrtaceae,tpl, ,
Calycolpus sppPE1,Calycolpus,,0.9,Accepted,Calycolpus,,Myrtaceae,tpl, ,
Calycolpus sppRAINFOR1,Calycolpus,,0.9,Accepted,Calycolpus,,Myrtaceae,tpl, ,
Calycolpus sppSCA1,Calycolpus,,0.9,Accepted,Calycolpus,,Myrtaceae,tpl, ,
Calycophyllum acreanum,Calycophyllum acreanum,,1,Synonym,Calycophyllum megistocaulum,(K.Krause) C.M.Taylor,Rubiaceae,tpl, ,
Calycophyllum candidissimum,Calycophyllum candidissimum,,1,Accepted,Calycophyllum candidissimum,(Vahl) DC.,Rubiaceae,tpl;tropicos;usda, ,
Calycophyllum megistocaulum,Calycophyllum megistocaulum,,1,Accepted,Calycophyllum megistocaulum,(K.Krause) C.M.Taylor,Rubiaceae,tpl, ,
Calycophyllum multiflorum,Calycophyllum multiflorum,,1,Accepted,Calycophyllum multiflorum,Griseb.,Rubiaceae,tpl;tropicos, ,
Calycophyllum sppFPnet1,Calycophyllum,,0.9,Accepted,Calycophyllum,,Rubiaceae,tpl;usda, ,
Calycophyllum sppRAINFOR1,Calycophyllum,,0.9,Accepted,Calycophyllum,,Rubiaceae,tpl;usda, ,
Calycophyllum spruceanum,Calycophyllum spruceanum,,1,Accepted,Calycophyllum spruceanum,(Benth.) Hook.f. ex K.Schum.,Rubiaceae,tpl, ,
Calycophysum sppAntado1,Calycophysum,,0.9,Accepted,Calycophysum,,Cucurbitaceae,tpl, ,
Calycophysum sppCerroesp1,Calycophysum,,0.9,Accepted,Calycophysum,,Cucurbitaceae,tpl, ,
Calycopteris floribunda,Calycopteris floribunda,,1,Synonym,Getonia floribunda,Roxb.,Combretaceae,tpl;tropicos, ,
Calycorectes bergii,Calycorectes bergii,,1,Accepted,Calycorectes bergii,Sandwith,Myrtaceae,tpl;tropicos, ,
Calycorectes sppManaure1,Calycorectes,,0.9,Accepted,Calycorectes,,Myrtaceae,tpl, ,
Calycorectes sppRAINFOR1,Calycorectes,,0.9,Accepted,Calycorectes,,Myrtaceae,tpl, ,
Calycorectes sppSCA1,Calycorectes,,0.9,Accepted,Calycorectes,,Myrtaceae,tpl, ,
Calycosiphonia spathicalyx,Calycosiphonia spathicalyx,,1,Accepted,Calycosiphonia spathicalyx,(K.Schum.) Robbr.,Rubiaceae,tpl, ,
Calycosiphonia sppFPnet1,Calycosiphonia,,0.9,Accepted,Calycosiphonia,,Rubiaceae,tpl, ,
Calyptranthes bipennis,Calyptranthes bipennis,,1,Accepted,Calyptranthes bipennis,O.Berg,Myrtaceae,tpl, ,
Calyptranthes brasiliensis,Calyptranthes brasiliensis,,1,Accepted,Calyptranthes brasiliensis,Spreng.,Myrtaceae,tpl;tropicos, ,
Calyptranthes chytraculia,Calyptranthes chytraculia,,1,Accepted,Calyptranthes chytraculia,(L.) Sw.,Myrtaceae,tpl;tropicos, ,
Calyptranthes clusiifolia,Calyptranthes clusiifolia,,1,Accepted,Calyptranthes clusiifolia,O.Berg,Myrtaceae,tpl, ,
Calyptranthes concinna,Calyptranthes concinna,,1,Accepted,Calyptranthes concinna,DC.,Myrtaceae,tpl;tropicos, ,
Calyptranthes crebra,Calyptranthes crebra,,1,Accepted,Calyptranthes crebra,McVaugh,Myrtaceae,tpl;tropicos, ,
Calyptranthes cuspidata,Calyptranthes cuspidata,,1,Accepted,Calyptranthes cuspidata,Mart. ex DC.,Myrtaceae,tpl, ,
Calyptranthes densiflora,Calyptranthes densiflora,,1,Accepted,Calyptranthes densiflora,Poepp. ex O.Berg,Myrtaceae,tpl, ,
Calyptranthes fasciculata,Calyptranthes fasciculata,,1,Accepted,Calyptranthes fasciculata,O.Berg,Myrtaceae,tpl, ,
Calyptranthes forsteri,Calyptranthes forsteri,,1,Accepted,Calyptranthes forsteri,O.Berg,Myrtaceae,tpl, ,
Calyptranthes gigantifolia,Calyptranthes gigantifolia,,1,Synonym,Calyptranthes speciosa var. gigantifolia,(McVaugh) McVaugh,Myrtaceae,tpl, ,
Calyptranthes glazioviana,Calyptranthes glazioviana,,1,Accepted,Calyptranthes glazioviana,Kiaersk.,Myrtaceae,tpl;tropicos, ,
Calyptranthes grandifolia,Calyptranthes grandifolia,,1,Accepted,Calyptranthes grandifolia,O.Berg,Myrtaceae,tpl, ,
Calyptranthes hatschbachii,Calyptranthes hatschbachii,,1,Accepted,Calyptranthes hatschbachii,D.Legrand,Myrtaceae,tpl, ,
Calyptranthes krugioides,Calyptranthes krugioides,,1,Accepted,Calyptranthes krugioides,McVaugh,Myrtaceae,tpl;tropicos, ,
Calyptranthes lanceolata,Calyptranthes lanceolata,,1,Accepted,Calyptranthes lanceolata,O.Berg,Myrtaceae,tpl, ,
Calyptranthes longifolia,Calyptranthes longifolia,,1,Accepted,Calyptranthes longifolia,O.Berg,Myrtaceae,tpl, ,
Calyptranthes lucida,Calyptranthes lucida,,1,Accepted,Calyptranthes lucida,Mart. ex DC.,Myrtaceae,tpl;tropicos, ,
Calyptranthes macrophylla,Calyptranthes macrophylla,,1,Accepted,Calyptranthes macrophylla,O.Berg,Myrtaceae,tpl, ,
Calyptranthes maxima,Calyptranthes maxima,,1,Accepted,Calyptranthes maxima,McVaugh,Myrtaceae,tpl;tropicos, ,
Calyptranthes medilus,Calyptranthes,,0.5,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, [Partial match] ,
Calyptranthes multiflora,Calyptranthes multiflora,,1,Accepted,Calyptranthes multiflora,Poepp. ex O.Berg,Myrtaceae,tpl, ,
Calyptranthes obovata,Calyptranthes obovata,,1,Accepted,Calyptranthes obovata,Kiaersk.,Myrtaceae,tpl;tropicos, ,
Calyptranthes pallens,Calyptranthes pallens,,1,Accepted,Calyptranthes pallens,Griseb.,Myrtaceae,tpl;tropicos;usda, ,
Calyptranthes paniculata,Calyptranthes paniculata,,1,Accepted,Calyptranthes paniculata,Ruiz & Pav.,Myrtaceae,tpl;tropicos, [Ambiguous match] ,
Calyptranthes pileata,Calyptranthes pileata,,1,Accepted,Calyptranthes pileata,D.Legrand,Myrtaceae,tpl, ,
Calyptranthes plicata,Calyptranthes plicata,,1,Accepted,Calyptranthes plicata,McVaugh,Myrtaceae,tpl;tropicos, ,
Calyptranthes pulchella,Calyptranthes pulchella,,1,Accepted,Calyptranthes pulchella,DC.,Myrtaceae,tpl;tropicos, ,
Calyptranthes rubella,Calyptranthes rubella,,1,Accepted,Calyptranthes rubella,(O.Berg) D.Legrand,Myrtaceae,tpl, ,
Calyptranthes ruiziana,Calyptranthes ruiziana,,1,Accepted,Calyptranthes ruiziana,O.Berg,Myrtaceae,tpl, ,
Calyptranthes simulata,Calyptranthes simulata,,1,Accepted,Calyptranthes simulata,McVaugh,Myrtaceae,tpl;tropicos, ,
Calyptranthes speciosa,Calyptranthes speciosa,,1,Accepted,Calyptranthes speciosa,Sagot,Myrtaceae,tpl;tropicos, ,
Calyptranthes sppAraracua1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppBRi1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppBRii1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppCarlosbo1,No suitable matches found.,,0,,,,,, ,
Calyptranthes sppChirinos1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppEncanto1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppEsmerald1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppFPnet1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppFincam1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppGentry1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppJatunsac1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppKennedy1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppLinhares1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppMadidi1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppNeusa1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppPE1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppRAINFOR1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppSCA1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppSucusari1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppTEAM1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppTambo1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppTutunend1,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes sppYanam12,Calyptranthes,,0.9,Accepted,Calyptranthes,,Myrtaceae,tpl;usda, ,
Calyptranthes strigipes,Calyptranthes strigipes,,1,Accepted,Calyptranthes strigipes,O.Berg,Myrtaceae,tpl, ,
Calyptranthes tricona,Calyptranthes tricona,,1,Accepted,Calyptranthes tricona,D.Legrand,Myrtaceae,tpl, ,
Calyptranthes zuzygium,Calyptranthes zuzygium,,1,Accepted,Calyptranthes zuzygium,(L.) Sw.,Myrtaceae,tpl;tropicos;usda, ,
Calyptrogyne sppCentinel1,Calyptrogyne,,0.9,Accepted,Calyptrogyne,,Arecaceae,tpl, ,
Calyptrogyne sppHuamani1,Calyptrogyne,,0.9,Accepted,Calyptrogyne,,Arecaceae,tpl, ,
Camelia japonica,Camellia japonica,,0.98,Accepted,Camellia japonica,L.,Theaceae,tpl;tropicos;usda, ,
Camellia japonica,Camellia japonica,,1,Accepted,Camellia japonica,L.,Theaceae,tpl;tropicos;usda, ,
Camellia oleifera,Camellia oleifera,,1,Accepted,Camellia oleifera,Abel,Theaceae,tpl;tropicos, ,
Camellia parvilimba,Camellia parvilimba,,1,Accepted,Camellia parvilimba,Merr. & F.P.Metcalf,Theaceae,tpl, ,
Camellia salicifolia,Camellia salicifolia,,1,Accepted,Camellia salicifolia,Champ. ex Benth.,Theaceae,tpl;tropicos, ,
Camellia sinensis,Camellia sinensis,,1,Accepted,Camellia sinensis,(L.) Kuntze,Theaceae,tpl;tropicos;usda, ,
Campnosperma brevipetiolata,Campnosperma brevipetiolatum,,0.98,Accepted,Campnosperma brevipetiolatum,Volkens,Anacardiaceae,tpl, ,
Campnosperma brevipetiolatum,Campnosperma brevipetiolatum,,1,Accepted,Campnosperma brevipetiolatum,Volkens,Anacardiaceae,tpl, ,
Campnosperma gummifera,Campnosperma gummifera,,1,Accepted,Campnosperma gummifera,(Benth.) Marchand,Anacardiaceae,tpl, ,
Campnosperma micranteia,Campnosperma micranteia,,1,Accepted,Campnosperma micranteia,Marchand,Anacardiaceae,tpl, ,
Campomanesia aromatica,Campomanesia aromatica,,1,Accepted,Campomanesia aromatica,(Aubl.) Griseb.,Myrtaceae,tpl;tropicos, ,
Campomanesia dichotoma,Campomanesia dichotoma,,1,Accepted,Campomanesia dichotoma,(O.Berg) Mattos,Myrtaceae,tpl, ,
Campomanesia espiritosantensis,Campomanesia espiritosantensis,,1,Accepted,Campomanesia espiritosantensis,Landrum,Myrtaceae,tpl, ,
Campomanesia guaviroba,Campomanesia guaviroba,,1,Accepted,Campomanesia guaviroba,(DC.) Kiaersk.,Myrtaceae,tpl;tropicos, ,
Campomanesia guazumifolia,Campomanesia guazumifolia,,1,Accepted,Campomanesia guazumifolia,(Cambess.) O.Berg,Myrtaceae,tpl, ,
Campomanesia lineatifolia,No suitable matches found.,,0,,,,,, ,
Campomanesia neriiflora,Campomanesia neriiflora,,1,Accepted,Campomanesia neriiflora,(O.Berg) Nied.,Myrtaceae,tpl, ,
Campomanesia reitziana,Campomanesia reitziana,,1,Accepted,Campomanesia reitziana,D.Legrand,Myrtaceae,tpl, ,
Campomanesia speciosa,Campomanesia speciosa,,1,Accepted,Campomanesia speciosa,(Diels) McVaugh,Myrtaceae,tpl;tropicos, ,
Campomanesia sppBRii1,Campomanesia,,0.9,Accepted,Campomanesia,,Myrtaceae,tpl, ,
Campomanesia sppBRii2,Campomanesia,,0.9,Accepted,Campomanesia,,Myrtaceae,tpl, ,
Campomanesia sppIndiana1,Campomanesia,,0.9,Accepted,Campomanesia,,Myrtaceae,tpl, ,
Campomanesia sppLinhares1,Campomanesia,,0.9,Accepted,Campomanesia,,Myrtaceae,tpl, ,
Campomanesia sppLinhares2,Campomanesia,,0.9,Accepted,Campomanesia,,Myrtaceae,tpl, ,
Campomanesia sppSCA1,Campomanesia,,0.9,Accepted,Campomanesia,,Myrtaceae,tpl, ,
Campomanesia xanthocarpa,No suitable matches found.,,0,,,,,, ,
Campsiandra angustifolia,Campsiandra angustifolia,,1,Accepted,Campsiandra angustifolia,,Fabaceae,tpl, ,
Campsidium valdivianum,Campsidium valdivianum,,1,Accepted,Campsidium valdivianum,(Phil.) W.Bull,Bignoniaceae,tpl, ,
Camptostylus mannii,Camptostylus mannii,,1,Accepted,Camptostylus mannii,(Oliv.) Gilg,Achariaceae,tpl;tropicos, ,
Campyloneuron sppPerinet1,Campyloneurum,,0.82,Accepted,Campyloneurum,,Polypodiaceae,tpl;usda, ,
Campyloneurum magnificum,Campyloneurum magnificum,,1,Accepted,Campyloneurum magnificum,T. Moore,Polypodiaceae,tpl;tropicos, ,
Campylospermum obtusifolium,Campylospermum obtusifolium,,1,Synonym,Gomphia obtusifolia,DC.,Ochnaceae,tpl, ,
Campylospermum serratum,Campylospermum serratum,,1,Synonym,Gomphia serrata,(Gaertn.) Kanis,Ochnaceae,tpl, ,
Campylospermum sppPerinet1,Campylospermum,,0.9,Accepted,Campylospermum,,Ochnaceae,tpl, ,
Campylospermum sppPerinet2,Campylospermum,,0.9,Accepted,Campylospermum,,Ochnaceae,tpl, ,
Campylospermum squamosum,No suitable matches found.,,0,,,,,, ,
Cananga latifolia,Cananga latifolia,,1,Accepted,Cananga latifolia,(Hook.f. & Thomson) Finet & Gagnep.,Annonaceae,tpl, ,
Cananga odorata,Cananga odorata,,1,Accepted,Cananga odorata,(Lam.) Hook.f. & Thomson,Annonaceae,tpl, ,
Canarium acutifolium,Canarium acutifolium,,1,Accepted,Canarium acutifolium,(DC.) Merr.,Burseraceae,tpl, ,
Canarium album,Canarium album,,1,Accepted,Canarium album,(Lour.) DC.,Burseraceae,tpl, ,
Canarium angulatum,Canarium angulatum,,1,Synonym,Dacryodes incurvata,(Engl.) H.J.Lam,Burseraceae,tpl, ,
Canarium apertum,Canarium apertum,,1,Accepted,Canarium apertum,H.J.Lam,Burseraceae,tpl, ,
Canarium australasicum,Canarium australasicum,,1,Accepted,Canarium australasicum,(F.M.Bailey) Leenh.,Burseraceae,tpl, ,
Canarium australianum,Canarium australianum,,1,Accepted,Canarium australianum,F.Muell.,Burseraceae,tpl, ,
Canarium baileyanum,Canarium baileyanum,,1,Synonym,Canarium australasicum,(F.M.Bailey) Leenh.,Burseraceae,tpl, ,
Canarium bengalense,Canarium bengalense,,1,Accepted,Canarium bengalense,Roxb.,Burseraceae,tpl;tropicos, ,
Canarium boivinii,Canarium boivinii,,1,Synonym,Canarium madagascariense,Engl.,Burseraceae,tpl;tropicos, ,
Canarium calophyllum,Canarium calophyllum,,1,Synonym,Canarium asperum,Benth.,Burseraceae,tpl, ,
Canarium caudatum,Canarium caudatum,,1,Accepted,Canarium caudatum,King,Burseraceae,tpl, ,
Canarium denticulatum,Canarium denticulatum,,1,Accepted,Canarium denticulatum,Blume,Burseraceae,tpl, ,
Canarium gracile,Canarium gracile,,1,Accepted,Canarium gracile,Engl.,Burseraceae,tpl, ,
Canarium hirsutum,Canarium hirsutum,,1,Accepted,Canarium hirsutum,Willd.,Burseraceae,tpl, ,
Canarium indicum,Canarium indicum,,1,Accepted,Canarium indicum,L.,Burseraceae,tpl;usda, ,
Canarium kerrii,Canarium kerrii,,1,Accepted,Canarium kerrii,Craib,Burseraceae,tpl, ,
Canarium lamii,Canarium lamii,,1,Accepted,Canarium lamii,Leenh.,Burseraceae,tpl, [Ambiguous match] ,
Canarium littorale,Canarium littorale,,1,Accepted,Canarium littorale,Blume,Burseraceae,tpl, ,
Canarium luzonicum,Canarium luzonicum,,1,Accepted,Canarium luzonicum,(Blume) A.Gray,Burseraceae,tpl, ,
Canarium madagascariense,Canarium madagascariense,,1,Accepted,Canarium madagascariense,Engl.,Burseraceae,tpl;tropicos, ,
Canarium mafoa,Canarium mafoa,,1,Synonym,Canarium harveyi,Seem.,Burseraceae,tpl, ,
Canarium megalanthum,Canarium megalanthum,,1,Accepted,Canarium megalanthum,Merr.,Burseraceae,tpl, ,
Canarium merrillii,Canarium merrillii,,1,Accepted,Canarium merrillii,H.J.Lam,Burseraceae,tpl, ,
