"","ID_AE","Latitude","Longitude","Family","Genus","Species","X","Unit_X","Min_X","Max_X","Output","Output_TR","Unit_Y","Equation","RMSE","SEE","Corrected_for_bias","Substitute_equation","Sample_size","Veg_Component","Population","Location","Country","Ecoregion_WWF","Reference"
"2554",43613,33.2404,-83.5433,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 7","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2555",43613,33.3415,-83.0448,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 8","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2556",43613,33.4156,-83.6376,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 6","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2557",43613,33.6177,-83.3412,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 5","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2558",43613,33.6244,-83.6713,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 4","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2559",43613,33.5331,-84.4072,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 3","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2560",43613,36.0875,-79.178,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 22","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2561",43613,36.2155,-78.9153,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 21","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2562",43613,36.5119,-78.6054,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 20","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2563",43613,33.7952,-84.4316,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 2","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2564",43613,33.3415,-83.3278,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 12","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2565",43613,32.8901,-83.0314,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 9","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2566",43613,34.0847,-85.3184,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 1","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2567",43613,36.815,-78.9759,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 19","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2568",43613,32.9709,-82.6339,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 11","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2569",43613,34.6416,-81.7177,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 13","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2570",43613,34.3924,-81.2562,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 14","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2571",43613,34.8606,-81.364,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 15","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2572",43613,35.1806,-81.4988,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 16","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2573",43613,35.0425,-80.3973,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 17","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2574",43613,37.3068,-79.1376,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 18","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2575",43613,33.5031,-82.836,"Fagaceae","Quercus","alba","DBH^2","in2",125,437,"Biomass",NA,"lb","0+0*X+2.61564*(X^(1.24922))",NA,NA,TRUE,"Biomass=0+0*(DBH^2)+2.61564*((DBH^2)^(1.24922))",39,"Stem + branches (live)","Individual","Piedmont plot 10","United States","Temperate broadleaf and mixed forests","Clark, A.I., Phillips,D.,  Frederick, D., 1986. Weight, volume, and physical properties of major hardwood species in the Piedmont,Res. Pap. SE- 255, Asheville, NC, US, Department of Agriculture, Forest Service, Southeastern Forest Experiment Station"
"2576",43614,39.6736,-79.7932,"Rosaceae","Prunus","serotina","DBH","in",2,16,"Biomass",NA,"lb","0+0*X+2.58831*(X^(2.4253))",NA,NA,NA,"Biomass=0+0*(DBH)+2.58831*((DBH)^(2.4253))",19,"Stem + branches (live)","Individual","West Virginia University Forest, near Morgantown, West Virginia","United States","Temperate broadleaf and mixed forests","Wiant, H. V., Jr.; Sheetz, C.; Colaninno, A.; Moss, J.; Castaneda, F. 1977. Tables and procedures for estimating weights of some Appalachian hardwoods. Bull. 659T. Morgantown, WV: West Virginia University Agricultural and Forestry Experiment Station."
"2578",43626,-3.106409,-60.02643,"Urticaceae","Cecropia","sciadophylla","DBH","cm",0,38,"Biomass","log","kg","#NAME?",14.6,0.1986,NA,"log Biomass=-2.5118+2.4257*LOG((DBH))",27,"Stem+bark+branches","Individual","Manaus","Brazil","Tropical and subtropical moist broadleaf forests","Nelson, B. et al. 1999. Allometric regressions for improved estimate of secondary forest biomass in the central Amazon. Forest Ecology and Management 117"
"2579",43711,22.925,-99.097222,"Pinaceae","Pinus","patula","DBH","cm",NA,NA,"Biomass",NA,"kg","(0.407073*X^2.02617)",NA,NA,NA,"(0.407073*(DBH)^2.02617)",111,"Whole tree (aboveground)","Individual","Tamaulipas","Mexico",NA,"Rodr¨ªguez R., J. Jim¨¦nez, O. Aguirre, E. Trevi_o y R. Razo. 2009. Estimaci¨®n de carbono almacenado en el bosque de pino-encino en la Reserva de la Biosfera el Cielo, Tamaulipas, M¨¦xico. Ra Ximhai 5 (3): 317-327."
"2580",43721,42.7682,-76.0887,"Aceraceae","Acer","saccharum","DBH","cm",6,34,"Biomass","log","kg","4.83+(2.48*(log(X)))",NA,NA,NA,"log Biomass=4.83+(2.48*(log((DBH))))",5,"Whole tree (aboveground)","Individual","Heiberg Memorial Forest, New York state","United States","Temperate broadleaf and mixed forests","Bickelhaupt; D;  Leaf; A;  Richards; N; 1973; Effect of branching habit on above-ground dry weight estimates of Acer saccharum stands; In; Young; H; ed; IUFRO biomass studies;  Nancy; France and Vancouver; BC; Orono; ME; University of Maine; College of L"
"2581",43728,20.13124988,-100.3801575,"Pinaceae","Pinus","pseudostrobus","DBH","cm",14.5,27,"Biomass",NA,"kg","(0.003*X^3.383)",NA,NA,NA,"(0.003*(DBH)^3.383)",20,"Whole tree (aboveground)","Individual","Guanajuato","Mexico",NA,"M¨¦ndez, J., L. Luckie, M. Cap¨® y J. N¨¢jera. 2011. Ecuaciones alom¨¦tricas y estimaci¨®n de incrementos en biomasa a¨¦rea y carbono en una plantaci¨®n mixta de Pinus devoniana Lindl. y P. pseudostrobus Lindl., en Guanajuato, M¨¦xico. Agrociencia 45: 479-491."
"2582",43741,4.83776,-73.90108,"Cunoniaceae","Weinmannia","tomentosa","DBH","cm",10,50,"Biomass",NA,"kg","0.167679*X^(2.18452)",NA,NA,NA,"Biomass=0.167679*(DBH)^(2.18452)",10,"Stem+bark+leaves+branches","Individual","Reserva natural Encenillo, Cundinamarca","Colombia","Montane grasslands","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"2583",43749,4.83776,-73.90108,"Cunoniaceae","Weinmannia","tomentosa","DBH","cm",10,50,"Biomass",NA,"kg","0.168*X^(2.184)",NA,NA,NA,"Biomass=0.168*(DBH)^(2.184)",10,"Stem+bark+leaves+branches","Individual","Reserva natural Encenillo, Cundinamarca","Colombia","Montane grasslands","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"2584",43754,4.83776,-73.90108,"Ericaceae","Cavendishia","cordifolia","DBH","cm",10,50,"Biomass",NA,"kg","(-4.35992+0.963421*X)^(2)",NA,NA,NA,"Biomass=(-4.35992+0.963421*(DBH))^(2)",10,"Stem+bark+leaves+branches","Individual","Reserva natural Encenillo, Cundinamarca","Colombia","Montane grasslands","Perez Lara, M; Diaz Timote, J. 2010. Estimacion del carbono contenido en la biomasa forestal aerea de dos bosques andinos en los departamentos de Santander y Cundinamarca. Ing. Forestal. CO., Universidad Distrital Francisco Jose de Caldas. 87 p. p."
"2585",43763,45.375,127.534,"Oleaceae","Fraxinus","Mandshurica Rupr.","Log10(DBH)","cm",1.2,45.5,"Biomass","Log10","kg","1.945+2.467*X",NA,NA,NA,"1.945+2.467*(Log10(DBH))",100,"above ground biomass","Individual","Maoershan Ecosystem Research Station","China","Temperate broadleaf and mixed forests","Wang, C. (2006). ""Biomass allometric equations for 10 co-occurring tree species in Chinese temperate forests."" Forest Ecology and Management 222(1-3): 9-16"
"2586",43764,45.375,127.534,"Rutaceae","Phellodendron","Amurense Rupr.","Log10(DBH)","cm",1.2,45.5,"Biomass","Log10","kg","1.942+2.332*X",0.004,NA,TRUE,"1.942+2.332*(Log10(DBH))",10,"above ground biomass","Individual","Maoershan Ecosystem Research Station","China","Temperate broadleaf and mixed forests","Wang, C. (2006). ""Biomass allometric equations for 10 co-occurring tree species in Chinese temperate forests."" Forest Ecology and Management 222(1-3): 9-16"
"2587",43777,44.8831,-68.6719,"Pinaceae","Pinus","resinosa","DBH","in",1,20,"Biomass","log","lb","0.7157+0*X+2.3865*(log(X^(1)))",NA,NA,NA,"log Biomass=0.7157+0*(DBH)+2.3865*(log((DBH)^(1)))",14,"Whole tree (above stump)","Individual","Orono, Maine","United States","Temperate broadleaf and mixed forests","Young, H. E.; Ribe, J. H.; Wainwright, K. 1980. Weight tables for tree and shrub species in Maine. Misc. Rep. 230. Orono, ME: University of Maine, Life Sciences and Agriculture Experiment Station."
"2588",43787,17.383333,-89.666667,"Combretaceae","Terminalia","amazonia","DBH","cm",NA,NA,"Biomass","log","Mg","#NAME?",NA,0.061,NA,"log Biomass=-0.70946+0.03112*(DBH)",105,"Stem+bark+leaves+branches","Individual","Uaxactun","Guatemala","Tropical and subtropical moist broadleaf forests","Arreaga Gramajo, W. 2002. Almacenamiento del carbono en bosques con manejo forestal sostenible en la Reserva de Biosfera Maya, Peten, Guatemala. Tesis Mag. Sc. Turrialba, CR., CATIE. 86 p. p."
"2589",43787,17.51694445,-89.1725,"Combretaceae","Terminalia","amazonia","DBH","cm",NA,NA,"Biomass","log","Mg","#NAME?",NA,0.061,NA,"log Biomass=-0.70946+0.03112*(DBH)",105,"Stem+bark+leaves+branches","Individual","Rio Chanchich","Guatemala","Tropical and subtropical moist broadleaf forests","Arreaga Gramajo, W. 2002. Almacenamiento del carbono en bosques con manejo forestal sostenible en la Reserva de Biosfera Maya, Peten, Guatemala. Tesis Mag. Sc. Turrialba, CR., CATIE. 86 p. p."
"2590",43798,-9.394157,-40.509605,"Euphorbiaceae","Jatropha","mollissima","DBH","cm",NA,NA,"Biomass",NA,"kg","0.1730*X^(2.2950)",NA,NA,NA,"Biomass=0.1730*(DBH)^(2.2950)",270,"Stem+bark+leaves+branches","Individual","Petrolina","Brazil","Deserts and xeric shrublands","Sampaio, EVSB; Silva, GC. 2005. Biomass equations for Brazilian semiarid caatinga plants. Acta Botanica Brasilica 19(4):935-943."
"2591",43820,16.75,-94.75,"Hamamelidaceae","Liquidambar","sp","DBH","cm",3.3,25,"Biomass",NA,"kg","(Exp(-2.194)*X^2.364)",NA,NA,NA,"(Exp(-2.194)*(DBH)^2.364)",52,"Whole tree (aboveground)","Individual","Oaxaca","Mexico",NA,"Acosta,  M., J. Vargas, A. Vel¨¢zquez y J. Etchevers. 2002. Estimaci¨®n de la biomasa a¨¦rea mediante el uso de relaciones alom¨¦tricas en seis especies arb¨®reas en Oaxaca, M¨¦xico. Agrociencia 36(6): 725-736."
"2592",43828,19.43259337,-99.13322663,"Pinaceae","Pinus","engelmannii","DBH","cm",8.4,49.8,"Biomass",NA,"kg","(0.1354*X^2.3033)",NA,NA,NA,"(0.1354*(DBH)^2.3033)",21,"Whole tree (aboveground)","Individual","Chihuahua| Durango","Mexico",NA,"N¨¢var, J. 2009. Allometric equations for tree species and carbon stocks for forests of northwestern Mexico.Forest Ecology and Management 257:427-434"
"2593",43828,NA,NA,"Pinaceae","Pinus","engelmannii","DBH","cm",8.4,49.8,"Biomass",NA,"kg","(0.1354*X^2.3033)",NA,NA,NA,"(0.1354*(DBH)^2.3033)",21,"Whole tree (aboveground)","Individual","Chihuahua| Durango","Mexico",NA,"N¨¢var, J. 2009. Allometric equations for tree species and carbon stocks for forests of northwestern Mexico.Forest Ecology and Management 257:427-434"
"2594",43829,14.76,121.2,"Fabaceae","Leucaena","leucocephala","DBH","cm",NA,NA,"Biomass",NA,"kg","(0.133935)*(X^2.41)",NA,NA,NA,"(0.133935)*((DBH)^2.41)",NA,"Whole tree weight","Individual","Rizal","Philippines","Tropical and subtropical moist broadleaf forests","Tandug, L. M. (1986). ""Biomass prediction equations for giant ipil-ipil (Leucaena leucocephala (Lam.) de Wit)."" Sylvatrop Philippine Forest Resources Journal 11(1 & 2): 1-22."
"2595",43833,NA,NA,"Pinaceae","Pinus","durangensis","DBH","cm",6.2,57.2,"Biomass",NA,"kg","(0.1382*X^2.3573)",NA,NA,NA,"(0.1382*(DBH)^2.3573)",384,"Whole tree (aboveground)","Individual","Chihuahua| Durango","Mexico",NA,"N¨¢var, J. 2009. Allometric equations for tree species and carbon stocks for forests of northwestern Mexico.Forest Ecology and Management 257:427-434"
"2596",43850,25.1483,-80.9167,"Rhizophoraceae","Rhizophora","mangle","DBH","cm",NA,NA,"Biomass",NA,"kg","(10^-0.441)*(X^(1.930))",NA,NA,NA,"Biomass=(10^-0.441)*((DBH)^(1.930))",NA,"Whole tree (aboveground)","Individual","Black Forest, Everglades National Park, Florida","United States","Flooded grasslands","Smith, T. y K.  Whelan. 2006. Development of allometric relations for three mangrove species in South Florida for use in the Greater Everglades Ecosystem restoration. Wetlands Ecology and Management 14:409-419."
"2597",43850,25.5,-81.2,"Rhizophoraceae","Rhizophora","mangle","DBH","cm",NA,NA,"Biomass",NA,"kg","(10^-0.441)*(X^(1.930))",NA,NA,NA,"Biomass=(10^-0.441)*((DBH)^(1.930))",NA,"Whole tree (aboveground)","Individual","Highland Beach, Everglades National Park, Florida","United States","Flooded grasslands","Smith, T. y K.  Whelan. 2006. Development of allometric relations for three mangrove species in South Florida for use in the Greater Everglades Ecosystem restoration. Wetlands Ecology and Management 14:409-419."
"2598",43850,25.2689,-81.0839,"Rhizophoraceae","Rhizophora","mangle","DBH","cm",NA,NA,"Biomass",NA,"kg","(10^-0.441)*(X^(1.930))",NA,NA,NA,"Biomass=(10^-0.441)*((DBH)^(1.930))",NA,"Whole tree (aboveground)","Individual","Mud Bay, Everglades National Park, Florida","United States","Flooded grasslands","Smith, T. y K.  Whelan. 2006. Development of allometric relations for three mangrove species in South Florida for use in the Greater Everglades Ecosystem restoration. Wetlands Ecology and Management 14:409-419."
"2599",43852,85.833333,-12.925,"Fabaceae","Inga","punctata","DBH","cm",5,44,"Biomass",NA,"kg","(10^-0.559*X^2.067)",NA,NA,NA,"(10^-0.559*(DBH)^2.067)",28,"Whole tree (aboveground)","Individual","Matagalpa","Nicaragua",NA,"Segura, M., M. Kanninen y D. Su¨¢rez. 2006. Allometric models for estimating aboveground biomass of shade trees and coffee bushes grown together. Agroforest Syst 68:143-150."
"2600",43853,25.268889,-81.083889,"Rhizophoraceae","Rhizophora","mangle","DBH","cm",NA,NA,"Biomass",NA,"kg","(10^-0.441*X^1.93)",NA,0.931,NA,"(10^-0.441*(DBH)^1.93)",14,"Whole tree (aboveground)","Individual","Florida","United States",NA,"Smith, T. y K.  Whelan. 2006. Development of allometric relations for three mangrove species in South Florida for use in the Greater Everglades Ecosystem restoration. Wetlands Ecology and Management 14:409-419."
"2608",43888,NA,NA,"Fabaceae","Acacia","mangium","DBH","cm",NA,NA,"Biomass","log","kg","#NAME?",NA,NA,NA,"log Biomass=-1.4659+2.356*(LOG((DBH)^(1)))",NA,"Bark,Branches,Leaves,Roots,Stump and Trunk","Individual","Bangladesh","Bangladesh",NA,"Latif, M.A. & Islam, S.M.Z. Mathematical models and tables on growth,yield,volume and biomass for important trees in Bangladesh.11pp ."
"2609",43889,56.5,-69.25,"Pinaceae","Picea","mariana","DBH","cm",2,15,"Biomass","log10","kg","#NAME?",NA,NA,NA,"log10 Biomass=-1.47+2.626*(LOG10((DBH)^(1)))",10,"Whole tree (above stump)","Individual","Cambrian Lake area, Quebec","Canada","Boreal forest/taigas","Moore; T; R;  Verspoor; E; 1973; Aboveground biomass of black spruce stands in subarctic Quebec; Canadian Journal of Forest Research; 3; 596-598;"
"2610",43894,NA,NA,"Lamiaceae","Tectona","grandis","DBH","cm",NA,NA,"Biomass",NA,"kg","0.0785*X^(2.578)",NA,0.153,NA,"Biomass=0.0785*(DBH)^(2.578)",NA,"Bark,Branches,Leaves,Stump and Trunk","Individual","Western zone of Tamil Nadu","India",NA,"Buvaneswaran, C., George, M., Perez, D.& Kanninen, M.2006. Notes Biomass of Teak plantations in Tamilogadu , India and Costa Rica compared. Journal of Tropical Forest Science, 18(3): 195?197."
"2619",43912,-9.394157,-40.509605,"Euphorbiaceae","Jatropha","mollissima","DBH","cm",3,50,"Biomass",NA,"kg","0.2283*(X^(1.1475))",NA,NA,NA,"Biomass=0.2283*((DBH)^(1.1475))",270,"Stem+bark+leaves+branches","Individual","Petrolina","Brazil","Deserts and xeric shrublands","Sampaio, EVSB; Silva, GC. 2005. Biomass equations for Brazilian semiarid caatinga plants. Acta Botanica Brasilica 19(4):935-943."
"2620",43923,-40.734433,-70.727828,"Calophyllaceae","Calophyllum","brasiliense","DBH","cm",NA,NA,"Biomass","log","kg","#NAME?",NA,NA,NA,"log Biomass=-2.829+2.704*LOG((DBH))",6,"Stem+bark+leaves+branches+stump","Individual","Rio Negro","Argentina","Temperate grasslands, savannas, and shrublands","Montero, M. M. and Montagnini, F. 2004. Modelos Alometricos Para La Estimacion De Biomasa De Diez Especies Nativas En Plantaciones En La Region Atlantica De Costa Rica. Recursos Naturales y Ambiente,(45): 112-119."
"2621",43923,10.716667,-84.633333,"Calophyllaceae","Calophyllum","brasiliense","DBH","cm",NA,NA,"Biomass","log","kg","#NAME?",NA,NA,NA,"log Biomass=-2.829+2.704*LOG((DBH))",6,"Stem+bark+leaves+branches+stump","Individual","Region Atlantica","Costa Rica","Tropical and subtropical moist broadleaf forests","Montero, M. M. and Montagnini, F. 2004. Modelos Alometricos Para La Estimacion De Biomasa De Diez Especies Nativas En Plantaciones En La Region Atlantica De Costa Rica. Recursos Naturales y Ambiente,(45): 112-119."
